2026.07.10 23:41,"강백호, KBO 올스타 홈런더비 우승...연장 끝 오태곤 제압",마니아타임즈,"한화 이글스 강타자 강백호가 데뷔 첫 올스타 홈런더비 우승을 차지했다. 그는 2025 신한 SOL뱅크 KBO 올스타전 전야제 '컴투스 프로야구 홈런더비' 결승에서 한 차례 연장 끝에 오태곤(SSG 랜더스)을 제쳤다. 드라마는 결승 마지막 순간에 나왔다. 7아웃+1분 방식으로 진행된 결승에서 먼저 나선 오태곤은 7개를 때렸고, 6개에 멈춰 있던 강백호는 마지막 스윙에서 오른쪽 폴을 직격하는 버저비터로 동점을 만들었다. 30초 서든데스에서 오태곤이 하나도 넘기지 못한 사이, 강백호가 우승을 결정짓는 한 방을 날리고 배트를 멀리 던졌다. 이번 홈런더비는 아웃제와 시간제를 결합한 방식으로 치러졌다. 팬 투표로 전반기 홈런 공동 1위 김도영(KIA), 양의지, 강백호, 김주원(NC), 오태곤 등 8명이 출전했다. 예선에서는 오태곤·허인서·강백호가 나란히 7개를 쳤고, 동률 시 비거리로 상위 2명만 결승에 오르는 규정에 따라 145m의 강백호와 140m의 오태곤이 진출했다. 강백호는 우승 상금 1천만원과 함께 비거리 145m 1위 부상까지 챙겼다. 한화 선수의 홈런더비 우승은 2023년 채은성 이후 3년 만이며, 강백호에게는 첫 우승이다. 동료 허인서와 문현빈은 물을 뿌리며 축하했다. 한편 오스틴 딘(LG)의 허리 통증으로 대신 출전한 오태곤은 우승 문턱에서 아쉬움을 삼키며 상금 300만원을 받았다. [김선영 마니아타임즈 기자 / maniareport@naver.com] 기사제보 및 보도자료 report@maniareport.com"
2026.07.10 23:34,"극적인 버저비터! 강백호, 생애 첫 올스타 홈런 더비 정상",포모스,"강백호가 극적인 마지막 홈런으로 승부를 연장까지 끌고 간 끝에 생애 첫 올스타 홈런 더비 우승을 차지했다. 강백호는 10일 서울 잠실구장에서 열린 2026 KBO 올스타전 전야제 홈런 더비 결승에서 오태곤을 연장 승부 끝에 제압하며 정상에 올랐다. 우승 상금 1천만 원과 함께 비스포크 AI 에어드레서를 받았고, 가장 긴 145m 홈런을 기록해 비거리상까지 차지하며 LG 퓨리케어 공기청정기도 품에 안았다. 배팅볼을 던진 한준수에게는 보스 울트라 헤드폰이 부상으로 주어졌다. 이번 홈런 더비는 아웃제와 시간제를 결합한 방식으로 진행됐다. 예선에는 김도영, 양의지, 박준순, 강백호, 문현빈, 허인서, 김주원, 오태곤 등 8명이 참가했다. 예선에서는 강백호와 오태곤, 허인서가 나란히 홈런 7개를 기록했다. 동률일 경우 비거리로 결승 진출자를 가리는 규정에 따라 145m를 기록한 강백호와 140m의 오태곤이 결승행 티켓을 따냈고, 허인서는 135m로 아쉽게 탈락했다. 결승에서는 오태곤이 먼저 타석에 들어서 홈런 7개를 기록하며 우승에 다가섰다. 강백호는 마지막까지 6개에 머물렀지만 종료 직전 오른쪽 폴을 맞히는 극적인 버저비터 홈런으로 승부를 원점으로 돌렸다. 30초 동안 진행된 서든데스에서는 오태곤이 홈런을 추가하지 못한 반면, 강백호가 우승을 확정하는 한 방을 터뜨리며 포효했다. 홈런 직후 배트를 던지는 세리머니를 펼쳤고, 한화 동료 허인서와 문현빈은 물세례로 우승을 축하했다. 한화 선수가 홈런 더비 우승을 차지한 것은 2023년 채은성 이후 3년 만이다. 강백호 개인에게는 첫 홈런 더비 우승이다. 허리 통증을 호소한 오스틴 딘을 대신해 출전한 오태곤은 준우승을 차지하며 상금 300만 원과 삼성 무빙스타일 미니를 받았다. 강백호는 우승 후 ""사실 비거리상을 노리고 왔다. 잠실구장을 한 번 넘겨보고 싶었다""며 ""결승에서는 가을야구를 하는 것처럼 집중했다""고 소감을 밝혔다. 또 ""상금은 배팅볼을 던져준 한준수와 나눌 예정이고, 나머지는 방망이와 야구 용품을 구입하는 데 사용할 생각""이라고 말했다. 결승에서 맞붙은 오태곤에 대해서는 ""원래 힘이 좋은 선수라는 걸 잘 알고 있었다. 너무 잘 쳐서 결승도 어려울 줄 알았는데 마지막에 운이 따랐다""고 웃었다. 이어 ""올스타전에서도 안타 하나는 꼭 치고 싶다""며 ""최선을 다해 좋은 경기를 보여드리겠다""고 각오를 전했다. 사진 = 연합뉴스 최대영 rokmc117@fomos.co.kr"
2026.07.10 23:31,김도영과 맞붙고 싶다! 생애 첫 올스타 나서는 울산 나가의 당찬 목표,포모스,"울산 웨일즈의 일본인 투수 나가 다이세이가 프로 입단 후 처음으로 올스타 무대를 밟으며 1군 데뷔와 김도영과의 맞대결이라는 새로운 목표를 밝혔다. 나가는 10일 서울 잠실구장에서 열린 2026 KBO 퓨처스 올스타전을 앞두고 ""시즌 초반만 해도 올스타에 나설 거라고는 생각하지 못했다""며 ""퓨처스리그 외국인 투수로 올스타 무대에 서게 돼 매우 영광스럽다""고 소감을 전했다. 가장 상대해 보고 싶은 타자로는 KIA 타이거즈의 김도영을 꼽았다. 그는 ""보유한 변화구를 모두 던져보고 싶다""면서도 ""그래도 김도영이라면 다 쳐낼 것 같다""고 웃으며 기대감을 드러냈다. 일본 독립리그 다승왕 출신인 나가는 올 시즌 울산 유니폼을 입고 빠르게 적응에 성공했다. 퓨처스리그 15경기에 선발 등판해 6승 2패, 평균자책점 2.20을 기록 중이며, 탈삼진 86개로 리그 선두를 달리고 있다. 다승과 평균자책점도 상위권에 올라 꾸준한 활약을 이어가고 있다. 최고 시속 150㎞에 가까운 직구를 비롯해 커브, 커터, 포크볼, 슬라이더, 체인지업까지 다양한 구종을 앞세운 점이 강점이다. 그는 많은 실전 경험과 자동투구판정시스템(ABS)에 빠르게 적응한 것이 좋은 성적의 비결이라고 설명했다. 또한 퓨처스리그 타자들의 끈질긴 승부도 인상 깊었다고 말했다. 특히 삼성 이창용과의 맞대결을 떠올리며 ""가장 자신 있는 공을 던졌는데도 정확하게 받아치는 모습을 보고 좋은 타자라는 생각이 들었다""고 전했다. 같은 팀 일본인 투수 고바야시 주이와 오카다 아키타케의 존재도 큰 힘이 되고 있다. 나가는 ""세 명 모두 선발투수라 경기 후 서로 느낀 점을 공유하며 배우고 있다""며 ""각자의 경험을 나눌 수 있어 큰 도움이 된다""고 밝혔다. 후반기 목표도 분명했다. 나가는 ""평균자책점을 1점대로 낮추고 싶다""며 ""탈삼진도 현재 흐름을 유지하면서 좋은 시즌을 마무리하는 것이 목표""라고 각오를 다졌다. 사진 = 울산 웨일즈 제공 최대영 rokmc117@fomos.co.kr"
2026.07.10 23:28,봉황대기 운명 가를 14일…배재고 징계 재심 일정 결정된다,포모스,"5·18 민주화운동을 조롱하는 응원 구호로 6개월 출전 정지 징계를 받은 배재고 야구부의 재심 절차가 본격적으로 진행된다. 오는 14일 재심 일정이 결정되면서 봉황대기 출전 여부도 윤곽을 드러낼 전망이다. 대한체육회는 14일 스포츠공정위원회 소위원회를 열어 배재고 야구부의 재심 안건을 오는 20일 열리는 스포츠공정위원회 정식 회의에 상정할지를 결정한다. 재심 안건이 20일 회의에 상정되고 징계가 출전 정지 1개월 이하로 감경될 경우, 배재고는 다음 달 6일 개막하는 제54회 봉황대기 전국고교야구대회에 출전할 수 있다. 반면 안건 상정이 미뤄지거나 징계가 충분히 감경되지 않으면 봉황대기 출전은 사실상 어려워진다. 대한체육회 규정상 스포츠공정위원회는 징계 재심의 최종 기구로, 심의 당일 결론을 내리며 의결 즉시 효력이 발생한다. 대한체육회는 개별 안건을 별도로 처리하지 않고 정기 회의에서 여러 안건을 함께 심의하는 것이 원칙인 만큼, 현재 접수된 안건 규모를 고려해 14일 소위원회에서 상정 여부를 최종 판단할 예정이다. 배재고 야구부는 지난달 청룡기 전국고교야구선수권대회 광주제일고와의 경기 도중 상대 더그아웃을 향해 5·18 민주화운동을 연상시키는 부적절한 응원 구호를 외쳐 큰 논란을 일으켰다. 대한야구소프트볼협회는 해당 사안을 심의한 뒤 배재고 야구부에 6개월 출전 정지와 청룡기 잔여 경기 몰수패 처분을 내렸다. 징계가 유지될 경우 올해 사실상 마지막 전국대회인 봉황대기 출전이 불가능해지면서 3학년 선수들의 대학 진학과 프로 진출 일정에도 영향을 미칠 수 있다. 배재고 선수단과 학교 관계자들은 최근 광주를 찾아 광주제일고와 시민들에게 공식 사과했으며, 광주제일고 측도 징계 감경을 요청하는 입장을 밝힌 바 있다. 학교는 대한체육회 재심과 별도로 법원에도 출전 정지 처분의 효력을 멈춰달라는 가처분 신청을 제출했다. 법원이 이를 받아들이면 재심 결과와 관계없이 징계 효력이 일시 정지돼 봉황대기 출전이 가능해질 수 있다. 사진 = 연합뉴스 최대영 rokmc117@fomos.co.kr"
2026.07.10 23:20,"잠실서 첫 홈런 날린 'MVP' 함수호, 박진만 감독 향한 어필 ""1군에...",OSEN,"[OSEN=잠실, 홍지수 기자] 프로야구 퓨처스리그 남부 올스타가 홈런 두 방을 앞세워 북부 올스타를 꺾었다. 남부 올스타 승리의 주인공 함수호는 “오랜만에 많은 팬 앞에서 홈런 치고 하니 좋았다”고 소감을 말했다. 남부 올스타는 10일 잠실구장에서 열린 2026 신한 SOL KBO 퓨처스 올스타전에서 북부 올스타를 4-0으로 꺾었다. 퓨처스 올스타전에서 한 팀이 상대를 무실점으로 막고 승리한 것은 올해 남부 올스타가 처음이다. 남부 올스타는 투타가 완벽한 조화를 이뤘다. 함수호의 선제 솔로포와 신재인의 투런포로 일찌감치 승기를 잡았고, 5회에는 노강민의 적시타로 한 점을 더 보탰다. 마운드에서는 선발 박지훈을 시작으로 홍재문, 신동건, 나가 타이세이, 최예한, 장민호, 이영재, 최요한, 김백산까지 9명의 투수가 이어 던지며 북부 타선을 4안타 무득점으로 봉쇄했다. 남부 올스타는 2회 함수호의 솔로홈런으로 균형을 깼고, 4회 신재인의 투런홈런으로 격차를 벌렸다. 이어 5회 노강민의 적시타까지 더하며 승부에 쐐기를 박았다. 마지막 9회에는 삼성 김백산이 마운드에 올라 깔끔하게 경기를 끝내며 역사적인 무실점 승리를 완성했다. 이날 가장 먼저 분위기를 바꾼 선수는 함수호였다. 2회말 1사에서 북부 두 번째 투수 이도우를 상대로 좌측 담장을 넘기는 선제 솔로홈런을 터뜨리며 경기의 균형을 깼다. 6회에도 안타를 추가한 함수호는 3타수 2안타(1홈런) 1타점 1득점을 기록하며 결승타의 주인공이 됐다. 공수에서도 안정적인 모습을 보이며 남부 올스타 승리에 가장 큰 힘을 보탰다. 함수호는 MVP로 뽑혀 상금 200만 원을 받는다. MVP 수상 후 함수호는 “첫 타석부터 좋은 타격이 나와서 2, 3번째 타석 편하게 나갔다. 홈런 치고 (MVP 가능성을)생각했는데 (신)재인이도 쳐서 ‘하나 더 쳐야지’ 생각하며 집중했다”고 웃으며 말했다. 이어 그는 “오랜만에 많은 팬 앞에서 홈런 치고 하니 좋았다”면서 상금 사용 계획에 대해서는 “아직 생각 안해봤다. 상금 받고 싶었는데, 아직 (사용 계획에 대해서는) 생각 못했다”고 얘기했다. 신재인의 MVP 가능성도 있었다. 신재인도 2점 홈런을 쳤기 때문이다. 신재인의 마지막 8회 타석 결과가 볼넷이 아니었다면, MVP 주인공은 바뀔 가능성도 있었다. 함수호는 8회 마지막 신재인 타석을 두고 “재인이가 받았어도 불만 없었다”고 말했다. “잠실에서 홈런은 처음이다. 넘어갈 줄 몰랐다”던 함수호는 “잠실에서 홈런을 쳐 봤다. 손맛을 1군에서 또 느껴보고 싶다. 더 열심히 하겠다”고 각오를 다졌다. 이어 그는 “내 장점은 타격이다. 형들보다 잘 치면 뛸 수 있다고 생각한다. 수비도 중요하지만 타격에서 독보적이고 싶다. 퓨처스에서 잘 준비하고 있으니 혹시 올라가면 준비 잘 된 모습 보여드리겠다”고 강조했다. /knightjisu@osen.co.kr"
2026.07.10 23:02,'홈런 더비 우승' 강백호가 뜬금없이 KIA 주전 포수에 고맙다고 했다!...,스타뉴스,"[스타뉴스 | 잠실=박수진 기자] 한화 이글스 강백호(27)가 잠실 야구장에서 마지막으로 열린 '홈런 더비'에서 최종 왕좌에 올랐다. KT 위즈 시절 동료였던 오태곤(SSG 랜더스)과 벌인 결승전 접전 끝에 일궈낸 짜릿한 우승이었다. 특히 강백호는 우승 직후 소감에서 의외의 인물인 KIA 타이거즈 포수 한준수(27)를 깜짝 언급하며 끈끈한 동료애를 과시했다. '드래프트 동기'라는 인연을 이용해 배팅볼을 부탁해 좋은 결과가 나왔다고 짚었다. 강백호는 10일 서울 잠실야구장에서 열린 2026 KBO 올스타전 전야제 행사 '컴투스프로야구 홈런더비'에서 최종 우승 트로피를 들어 올렸다. 23홈런으로 이번 시즌 리그 최다 홈런 부문 3위를 달리고 있는 강백호는 이번 우승으로 자신의 폭발적인 거포 존재감을 완벽하게 과시했다. 이번 홈런더비 예선은 그 어느 때보다 뜨거운 거포들의 화력전이 펼쳐졌다. 강백호, 오태곤, 허인서(한화)가 각각 7개의 아치를 그리며 공동 선두를 형성했으나, KBO 규정에 따른 '최장 비거리' 원칙에 따라 강백호와 오태곤이 결승에 진출했다. 김도영은 잠실구장의 높은 담장을 넘기는 데 애를 먹으며 아쉽게 결승행이 좌절됐다. 예선에서 명승부를 펼친 강백호와 오태곤의 결승전은 손에 땀을 쥐게 하는 명불허전의 대결이었다. 두 선수는 결승에서도 나란히 7개의 홈런을 쏘아 올릴 정도로 호각세를 이뤘고, 승부는 '30초 내 최다 홈런'을 가리는 서든데스로 이어졌다. 시간 압박 속에서 강백호가 오태곤을 극적으로 따돌리고 우승을 차지했다. 경기 후 기자회견장에 들어선 강백호는 KIA 포수 한준수를 깜짝 언급해 이목을 집중시켰다. 한준수는 이번 결승 무대에서 강백호의 배팅볼 투수로 나서며 우승을 합작했다. 강백호는 ""시작 30분 정도를 앞두고 여러 선수들에게 배팅볼을 요청했는데, 그 가운데 (한)준수의 공이 가장 좋아서 파트너로 선택했다""고 설명했다. 유쾌한 비하인드 스토리도 곁들였다. 강백호는 ""준수가 내 방망이를 많이 가져가서 쓴다. 이번 시즌 벌써 4개나 가져갔다""고 폭로해 현장을 웃음바다로 만들었다. 이어 ""내 방망이를 가져갔으니 공이라도 잘 던져줘야 하는 것 아니냐""고 너스레를 떨며 ""준수가 잘 던져준 덕분에 우승할 수 있었다. 상금은 준수와 나눌 생각도 갖고 있다""는 말로 고마움을 전했다. 이번 우승으로 강백호는 우승 상금 1,000만 원과 함께 부상으로 삼성 Bespoke AI 에어드레서를 거머쥐었다. 아울러 예선에서 기록한 145m의 대형 아치로 '비거리상(LG 퓨리케어 AI 360° 공기청정기 플러스)'까지 독식하며 이번 홈런더비 최고의 주인공이 됐다. 끝까지 명승부를 펼친 준우승자 오태곤에게는 상금 300만 원이 주어졌으며, 부상으로 '컴프야상(무빙스타일 Mini LED MH70)'을 수상했다. 여기에 강백호의 우승을 뒤에서 묵묵히 도운 배팅볼 파트너 한준수 역시 '홈런 메이커상' 수상자로 선정돼 보스 QC 울트라 헤드폰 2세대를 부상으로 받았다. 강백호에 따르면 2018시즌 KT 시절이던 루키 시즌 이후 8년 만에 올스타 홈런 더비에 출전해 우승을 차지했다. 강백호는 ""사실 오늘 목표한 것은 잠실 야구장을 아예 넘겨보는 것이었는데 못 이뤄서 아쉽긴 하다. 우승하지 못하더라도 그것 하나만큼은 했으면 했는데 아쉽다. 내일 올스타 본 경기도 하는데 쉽지는 않을 것 같다""고 웃었다. 마지막으로 강백호는 ""결승 서든데스는 정말 긴장됐지만 팬분들의 함성 덕분에 집중할 수 있었다""라며 ""올스타전 기운을 이어받아 후반기 순위 싸움에 보탬이 되도록 최선을 다하겠다""고 각오를 다졌다. 잠실=박수진 기자 bestsujin@mtstarnews.com"
2026.07.10 23:01,"남부리그, 퓨처스 올스타전 승리…'결승 홈런' 함수호 MVP",일간스포츠,"남부리그 올스타가 함수호(20·삼성 라이온즈)와 신재인(19·NC 다이노스)의 홈런을 앞세워 퓨처스(2군) 올스타전서 승전고를 울렸다. 남부리그 올스타(울산 웨일즈·롯데 자이언츠·KIA 타이거즈·NC·삼성·kt wiz)는 10일 오후 서울 잠실구장에서 열린 2026 신한 SOL뱅크 KBO 퓨처스 올스타전에서 북부리그 올스타(국군체육부대·한화 이글스·LG 트윈스·고양 히어로즈·두산 베어스·SSG 랜더스)를 4-0으로 꺾었다. 경기의 주인공은 삼성 외야수 함수호였다. 그는 2회 1사 주자 없는 상황에서 이도우(SSG)의 높은 슬라이더를 공략해 오른쪽 펜스를 넘기는 선제 결승 홈런을 기록했다. 이어 4회 1사 2루에서는 2026 신인드래프트 1라운드 전체 2순위로 NC 지명을 받은 내야수 신재인이 조원태(LG)의 높은 직구를 라인드라이브 홈런으로 연결했다. 먼저 달아난 남부리그 올스타는 5회 선두타자 이재원(kt)의 3루타, 노강민(울산)의 적시타를 묶어 쐐기를 박았다. 북부리그 올스타는 이날 9명이 1이닝씩 책임진 남부리그 올스타 마운드를 상대로 4안타에 그쳤다. 함수호는 최종 3타수 2안타 1홈런 1타점을 올리며 퓨처스 올스타전 최우수선수(MVP)로 선정됐다. 퓨처스 올스타전 MVP 상금은 200만원이다. 삼성 소속 선수가 퓨처스 올스타전 MVP를 차지한 건 2010년 김종호 이후 16년 만이다. 우수타자상은 신재인, 우수투수상은 나가 다이세이(울산)의 몫이었다. 북부리그 선발로 1과 3분의 1이닝 2탈삼진 무실점을 한 강건우(한화)는 감투상을 품었다. 베스트 퍼포먼스상은 KIA 엄준현에게 향했다. 그는 걸그룹 '리센느' 미나미가 최근 열풍을 일으킨 '갸루'로 분장하고 안무를 소화해 눈길을 끌었다. 이날 퓨처스 올스타전 최종 관중은 1만2816명을 기록, 유료화된 2015년 이후 최다 관중을 기록했다. 김우중 기자 ujkim50@edaily.co.kr"
2026.07.10 22:59,‘홈런왕 배트 10자루 가져간’ 한준수는 들으세요! 한화 강백호 “보답은...,스포츠서울,"[스포츠서울 | 잠실=이소영 기자] “(한)준수에게 제가 보답받은 거라…” 잠실구장을 가른 호쾌한 방망이만큼이나 입담도 거침없었다. 2026 올스타 ‘홈런더비’ 우승자 한화 강백호(27)는 함께 호흡을 맞춘 KIA 한준수(27)를 두고 “올시즌만 해도 내 배트 10자루를 가져갔다. 오히려 내가 보답받은 것”이라며 “상금은 나누겠다”고 너스레를 떨었다. 강백호는 10일 서울 잠실구장에서 열린 2026 KBO리그 올스타 프라이데이 ‘홈런더비’ 결승전에서 SSG 오태곤과 서든데스까지 가는 접전 끝에 승리했다. 연장에서 오태곤이 홈런을 기록하지 못한 사이, 강백호는 두 번째 스윙에서 우측 담장을 넘기며 우승을 확정했다. 쟁쟁한 후보들을 제치고 정상에 섰다. 이날 예선엔 김도영(KIA), 양의지·박준순(이상 두산), 강백호·문현빈·허인서(이상 한화), 김주원(NC), 오태곤(SSG)이 출전했다. 오스틴 딘(LG)이 허리 불편함을 불참하면서 오태곤이 대체 선수로 합류했다. 결승 진출자는 나란히 7홈런과 최장 비거리 140m를 기록한 강백호와 오태곤이었다. 허인서도 7개 기록했지만, 최장 비거리 135ｍ에 그쳐 결승 진출이 무산됐다. 30초 동안 더 많은 홈런을 날리는 서든데스에서 오태곤이 홈런을 기록하지 못했고, 강백호는 두 번째 스윙에서 다시 한 번 대형 아치를 그려내며 우승을 거머쥐었다. 경기 후 취재진과 만난 강백호는 “홈런더비에 나선 건 2018년 신인 때 이후 처음”이라며 “우승하고 싶은 마음으로 최선을 다했는데 이길 수 있어 좋다”고 소감을 밝혔다. 올시즌엔 혜택도 한층 늘어났다. 강백호는 우승 상금 1000만원과 의류 관리기를 받았고, 비거리상까지 차지하며 공기청정기도 품에 안았다. 그는 “사실 비거리상을 노렸다. 잠실구장을 넘기고 싶었는데 그러지 못한 점이 가장 아쉽다”며 “상금은 방망이나 야구용품을 사는 데 사용할 계획”이라고 말했다. 우승의 기쁨도 잠시, 시선은 후반기를 향했다. 강백호는 “요즘 감이 좋은 편은 아니라 내일은 쉽지 않을 것 같다”며 “최선은 다하겠지만 안타라도 쳤으면 하는 마음”이라고 털어놨다. 이어 “가을야구처럼 집중해서 최대한 세게 치려고 했다”며 “이 기세가 후반기 순위 싸움에 도움이 됐으면 좋겠다”고 덧붙였다. 배팅볼을 맡은 한준수는 ‘홈런메이커상’을 수상했다. 강백호는 “경기 시작 30분 전에 5명의 선수와 호흡을 맞춰봤는데 준수 공이 제일 좋았다”며 “올해 준수가 내 배트를 쓰고 있다. 내가 오히려 보답받은 것”이라며 웃었다. 그러면서 “우승 상금은 준수와 나누겠다”고 약속했다. sshong@sportsseoul.com"
2026.07.10 22:52,"""아직 부족하네요"" 김태균·로사리오·채은성 소환한 강백호, 데뷔 첫 쾌거...",마이데일리,"[마이데일리 = 잠실 김경현 기자] '천재 타자' 강백호가 마지막 잠실 올스타전 홈런더비 최강자가 됐다. 10일 서울 잠실야구장에서 열린 2026 KBO 올스타전 컴투스프로야구 홈런더비에서 강백호가 도합 15개(예선 7개+결승 7개+서든데스 1개)로 우승을 차지했다. 이번 홈런더비는 아웃제와 시간제가 결합된 방식으로 펼쳐졌다. 예선은 5아웃, 결승은 7아웃이 주어졌다. 아웃 카운트가 모두 소진되면 1분간의 '피버타임'이 주어지고 추가 타격을 할 수 있다. 앞서 팬투표를 통해 출전 선수가 정해졌다. 김도영(KIA 타이거즈)이 2만 6731표를 받아 1위로 홈런더비에 진출했다. 이어 양의지, 박준순, 강백호, 문현빈, 김주원, 허인서가 이름을 올렸다. 당초 오스틴 딘도 명단에 포함됐으나, 당일 허리 불편함으로 오태곤이 출전하게 됐다. 예선은 치열했다. 강백호, 오태곤, 허인서가 각각 7개를 쳤다. 문현빈이 4개, 김주원과 김도영이 2개씩을 쳤다. 박준순은 1개를 쳤다. 규정에 따르면 상위 2명이 결승으로 향하며, 개수가 동일할 시 최장 비거리 선수가 올라간다. 강백호가 145m, 오태곤이 140m를 기록하며 결승전에 진출했다. 먼저 타석에 선 오태곤이 7개의 홈런을 쳤다. 강백호는 아웃제에서 3홈런을 쳤다. 이어 1분의 피버타임에서 극적으로 4개를 쳐 동률을 이뤘다. 마지막 1초를 남기고 친 홈런이 우측 폴대를 정확히 때렸다. 두 선수는 서든데스에 돌입했다. 30초 내 최다 홈런을 친 선수가 우승을 차지하게 된 것. 오태곤은 0홈런으로 서든데스를 마무리했다. 강백호가 깔끔하게 홈런 하나를 때려내며 최종 우승자가 됐다. 6번째 한화 선수의 홈런더비 우승이다. 앞서 김태균(2005·2007·2012), 윌린 로사리오(2017), 채은성(2023)이 가장 높은 자리에 올랐다. 취재진을 만난 강백호는 ""마지막 너무 흥분해서 빠던으로 스태프를 맞힐 뻔했다. 죄송하다""라고 입을 열었다. 이어 ""홈런더비는 (신인 시절인) 2018년도에 나가고 처음 나가본다. 우승 한 번 해봐야겠다고 왔다. 우승하게 되어 기쁘다. 강백호는 ""사실 비거리상을 노리고 왔다""며 ""목표한 바는 잠실야구장 넘기기였다. 못 넘겨서 아쉽다. 그게 제일 아쉽다. 우승 못 했더라도 그거 하나만큼은 하고 가고 싶었다. 아직 부족하다""고 말했다. 내일(11일) 본경기에서 넘기면 되지 않냐고 묻자 ""쉽지 않을 것 같다. 안타라도 쳤으면 좋겠다. 타격감이 좋지 않다. 최선을 다해 경기에 임하겠다""고 답했다. 배팅볼 투수로 한준수를 택했다. 강백호는 ""야구에 전통이 있다. 포수가 배팅볼을 잘 던진다는 말이 있다. 일단 준수와 친하고 공도 잘 던지는 것을 알고 있다. 사실 선수들 공을 쳐볼 기회가 없지 않나. 강한 공을 좋아해서 30분 전에 선수 다섯 명 정도가 저에게 공을 던져줬는데 그중 준수가 가장 좋았다. 그래서 준수 공을 쳤다""고 뒷이야기를 전했다. 한준수에게 어떤 보답을 해줄 것이냐는 질문에 ""준수는 사실 시즌 시작하고 제 방망이를 쓰고 있다. 제 것을 10자루 정도 가져갔다. 제가 보답을 해야할까""라면서 좌중을 웃겼다. 그러면서 ""준수가 잘해줬기 때문에 상금을 나눌 생각도 있다""고 했다. 한편 강백호는 우승, 비거리상을 모두 휩쓸며 상금 1000만원, Bespoke AI 에어드레서, LG 퓨리케어 AI 360° 공기청정기 플러스를 받게 됐다. 강백호와 호흡을 맞춘 한준수는 보스 QC 울트라 헤드폰 2세대를 챙겼다. 준우승자 오태곤은 상금 300만원을 받는다. 또한 오태곤은 피버타임에서 가장 많은 홈런을 쳐 무빙스타일 Mini LED(MH70)를 가져갔다."
2026.07.10 22:51,"강백호, 올스타전 홈런 더비 극적인 우승…“상금은 팀 동료 방망이에 투자...",한겨레,"2026 KBO 올스타전 홈런 더비 결승전. 강백호(한화 이글스)는 오태곤(SSG 랜더스)에게 홈런 1개 뒤처져 있었다. 하지만 피버 타임(1분) 때 휘두른 마지막 타구가 오른쪽 폴대를 강타했다. 극적인 ‘버저 비터’였다. 7 대 7 동점. 다 잡은 우승을 놓친 오태곤은 이어진 서든 데스(연장전)에서 30초 동안 단 1개의 홈런도 터뜨리지 못했다. 이에 반해 기세가 오른 강백호는 여유롭게 홈런을 기록하며 배트를 던지고 두 손을 번쩍 들었다. 함께 홈런 더비에 참가한 팀 후배 허인서와 문현빈은 물을 뿌려주면서 강백호를 축하해줬다. 강백호는 10일 잠실야구장에서 퓨처스(2군) 올스타전 직후 열린 홈런 더비에서 우승을 차지했다. 예선(5아웃·피버 타임 1분)에서 오태곤, 허인서와 함께 홈런 공동 1위(7개)에 오른 강백호는 비거리 순서(오태곤 145m, 강백호 140m)대로 오태곤과 결선(7아웃·피버 타임 1분)에 올라 진검 승부를 펼쳤다. 오태곤은 원래 홈런 더비 참가자가 아니었으나 오스틴 딘(LG 트윈스)이 허리 통증으로 불참하게 되면서 팬 투표 순위에 따라 이날 오후 출전이 갑자기 결정됐다. 전반기 홈런 공동 1위 김도영(KIA)은 예선에서 홈런 2개밖에 치지 못하며 탈락했다. 올스타전 최다 득표자 양의지(두산 베어스)는 6개를 쳤다. 문현빈은 4개, 김주원(NC 다이노스)은 2개, 박준순(두산)은 1개. 강백호가 올스타전 홈런 더비에서 우승한 것은 이번이 처음이다. 강백호는 트로피와 함께 상금 1000만원, 부상으로 삼성 비스포크(Bespoke) AI 에어드레서(일반용량)를 받았다. 최다 비거리상(145m)까지 차지하면서 엘지(LG) 퓨리케어 AI 360º 공기청정기 플러스까지 손에 넣었다. 강백호에게 공을 던져준 기아(KIA) 타이거즈 포수 한준수는 이번에 처음 신설된 홈런 메이커상(부상은 보스 QC 울트라 헤드폰 2세대)을 받았다. 강백호는 “한화를 대표해서 나와서 책임감을 갖고 했다”면서 “(한)준수가 시즌 때 내 방망이로 치는데 방망이값을 (배팅볼) 피칭으로 받은 것 같다”고 했다. 상금 용도에 대해서는 “우리 팀 선수들이 내 방망이를 많이 쓰는데 방망이에 투자할 생각이다. 한준수와도 나누겠다”라고 했다. 아깝게 홈런 더비 준우승을 차지한 오태곤은 트로피와 상금 300만원을 받았다. 예선 ‘컴프야 피버타임’ 동안 가장 많은 홈런을 터뜨려서 ‘컴프야상’도 차지했다. 부상은 삼성 무빙스타일 미니(Mini) LED(MH70). 오태곤에게는 팀 동료인 포수 조형우가 공을 던져줬다. 김양희 기자 whizzer4@hani.co.kr"
