date,title,media,content,url
2026.07.14 06:15,"“원준이 형과 함께한다는 마음”…글러브로 공유한 책임감, 에이스로 성장한 곽빈 [SD 베이스볼 피플]",스포츠동아,"[스포츠동아 박정현 기자] “(최)원준이 형은 최고의 선배다.” 곽빈(27·두산 베어스)은 ‘2026 신한 SOL KBO리그’ 인상적인 활약을 펼쳤다. 17경기에 등판해 8승3패, 평균자책점(ERA) 2.60, 112탈삼진으로 탈삼진 전체 1위, ERA 3위, 다승 공동 4위에 오르며 선발진의 중심축을 맡았다. 곽빈은 최근 3년간 기복 있는 투구를 보였다. 2023시즌 23경기서 12승7패, ERA 2.90으로 활약했지만, 이후 2년간 4점대 ERA를 기록하며 주춤했다. 하지만 올해는 다르다. 포심 패스트볼 평균 구속을 지난해 151㎞에서 올해 153㎞로 끌어올려 위력적인 투구를 펼치고 있다. 두산은 올 시즌 초반 마운드 운영으로 고민이 많았다. 1선발로 영입했던 외국인 투수 크리스 플렉센이 정규리그 2경기만 나선 뒤 오른쪽 어깨 부상으로 부상자 명단에 올랐고, 방출됐다. 불펜투수 최원준(이상 32)도 2경기 등판한 뒤 5월 오른쪽 팔꿈치 내측 측부 인대 재건술(토미존 수술)을 받아 시즌아웃됐다. 투수 운영이 크게 흔들릴 수 있는 상황서 곽빈이 에이스 역할을 맡았다. 5월 말 오른손 중지 부상으로 11일간 이탈한 걸 제외하고는 선발 로테이션을 꾸준히 소화했다. 이 기간 11회의 퀄리티스타트(QS·선발 6이닝 이상 3자책점 이하 투구)를 수확해 불펜진의 부담도 줄였다. 곽빈은 올해 더 많은 책임감을 안고 마운드에 오른다. 비 시즌부터 투구 밸런스를 잡는 데 많은 도움을 준 최원준과 함께하는 마음을 더했다. 그는 “올해 목표가 ERA 3.50 이하였다. 지금의 성적은 (최)원준이 형이 스프링캠프 때 많이 도와준 덕분”이라며 “원준이 형은 나에게 하나뿐인 존재다. 수술 소식을 들은 뒤 함께한다는 마음으로 형의 글러브를 착용하고 마운드에 오른다. 그 덕분에 좋은 결과가 계속 이어지고 있다”고 말했다. 인상적이었던 전반기에도 곽빈은 만족하지 않았다. 올해 처음 장착한 변형 패스트볼 커터의 감각을 더 익히려고 한다. 곽빈은 “아직 커터의 피안타율이 높다. 커맨드가 더 좋아지면, 좌타자 상대로 좋은 결과를 낼 수 있을 것 같다”고 보완할 부분을 밝혔다. 곽빈은 개인적인 목표를 다 내려놨다. 믿고 따랐던 형 최원준처럼 오로지 팀만 생각하며 선발진에 보탬이 되려고 한다. “다승왕, 탈삼진왕 등 타이틀은 노리고 있지 않다”며 “최근 공격적인 승부로 투구수를 줄여간다. 템포 조절을 최대한 하며 최대한 긴 이닝을 소화하고 싶다”고 각오를 다졌다. 박정현 기자 pjh60800@donga.com",https://v.daum.net/v/QaocyrEoza
2026.07.14 06:13,'케타민 1.9㎏ 밀수' 전직 프로야구 선수 징역 10년 중형,일간스포츠,"마약 밀매 혐의로 재판에 넘겨진 전직 프로야구 선수가 중형을 선고받았다. 14일 연합뉴스에 따르면 부산지법 형사7부(임주혁 부장판사)는 특정범죄 가중처벌 등에 관한 법률 위반 등의 혐의로 기소된 전직 프로야구 선수 A씨에게 징역 10년을 선고하고 40시간의 약물 치료 프로그램 이수와 10만원의 추징 명령을 함께 내렸다. A씨는 마약 조직의 총책으로 지난해 9~10월 태국에서 세 차례에 걸쳐 케타민 1.9㎏을 국내로 밀수입한 혐의로 재판에 넘겨졌다. 그뿐만 아니라 지난해 12월부터 올해 1월 사이 태국의 클럽에서 필로폰을 투약한 혐의도 받고 있다. 재판부는 ""이 사건 범행은 다량의 마약류를 국내로 들여온 것으로 죄질이 매우 좋지 않다""며 ""마약 범죄는 은밀하게 이뤄져 적발이 쉽지 않고 수많은 투약자를 양산할 가능성이 높다""고 판시했다. 다만 A씨와 함께 기소된 프로그램 개발자 B씨에 대해서는 증거가 부족하다며 무죄를 선고했다. 배중현 기자 bjh1025@edaily.co.kr",https://v.daum.net/v/6SoWzZGhrZ
2026.07.14 06:13,"에레디아 대체자 구했다…SSG, 트리플A OPS 0.908 마드리스 영입 임박 ""계약 마무리 단계""",스포티비뉴스,"[스포티비뉴스=박승환 기자] SSG 랜더스가 기예르모 에레디아의 부상 대체 외국인 선수로 블라이 마드리스를 영입하는 모양새다. 계약이 마무리 단계이 있다는 소식이다. 전미야구기자협회(BBWAA) 소속의 프란시스 로메로는 14일(이하 한국시간) 소식통을 인용해 ""블라이 마드리스가 KBO의 SSG 랜더스와 계약 마무리 단계에 있다""고 전했다. SSG는 올해 외국인 교체 카드를 모두 소진했다. 올 시즌 미치 화이트와 앤서니 베니지아노의 외국인 투수 원·투 펀치를 구성한 채 시즌을 시작했는데, 시즌 내내 아쉬운 모습들을 보이자, 과거 두산 베어스의 메디컬 테스트에서 탈락했던 토마스 해치와 페드로 아빌라를 영입했다. 그런데 최근 또 날벼락이 떨어졌다. 에레디아가 왼쪽 어깨 회근근개 손상 진단을 받게 되면서, 지난 9일 1군에서 말소됐다. 더 이상 외국인 선수를 교체할 순 없는 상황. 그렇다고 시즌을 포기할 수도 없는 만큼 SSG는 부상 대체 외국인 선수를 물색하기 시작했고, 마드리스와 연이 닿는 모습이다. 마드리스는 지난 2017년 메이저리그 신인드래프트 9라운드 전체 268순위로 피츠버그 파이리츠의 선택을 받았다. 그리고 2022년 처음 빅리그에 입성, 휴스턴 애스트로스와 디트로이트 타이거즈에서 3시즌 동안 72경기에서 42안타 2홈런 12타점 타율 0.204 OPS 0.559를 기록했다. 하지만 마이너리그에서 활약은 나쁘지 않았다. 마드리스는 올해 트리플A 무대에서 71경기에 출전해 65안타 14홈런 52타점 타율 0.277 OPS 0.908으로 활약 중이었다. 트리플A 통산 성적은 514경기에서 455안타 73홈런 306타점 타율 0.255 OPS 0.800을 기록 중이며, 마이너리그 통산 성적은 825경기에서 747안타 98홈런 455타점 타율 0.254 OPS 0.765를 마크하고 있다. 마드리스의 SSG 입단 입박 소식을 먼저 전한 매체도 있었다. 바로 메이저리그 트레이드 루머스(MLBTR). 'MLBTR'은 지난 13일 ""세인트루이스 카디널스가 마드리스를 방출했다""며 ""KBO리그 구단과 계약하기 위해 한국으로 향한다""고 보도했다. 'MLBTR'은 ""리빌딩을 진행 중인 세인트루이스는 30세의 백업 자원보다 젊은 선수들에게 더 많은 출전 기회를 주는 데 집중하고 있었다. 결국 로스터에 빈자리가 생기지 않자 매드리스는 트리플A에서의 활약을 발판으로 KBO리그 계약을 따냈다. 2020-21시즌 호주야구리그(ABL)에서 짧게 뛰었던 데 이어 이번에는 한국으로 향하게 됐다""고 전했다. <저작권자 ⓒ SPOTV NEWS. 무단전재 및 재배포 금지>",https://v.daum.net/v/ZGzoCAaeS1
2026.07.14 06:11,"'최지만이 쐈다' 울산 웨일즈 선수단에 슬리퍼 선물 ""감사한 마음 전하고 싶었다""",스타뉴스,"[스타뉴스 | 안호근 기자] 최근 울산 웨일즈에 합류해 홈런까지 터뜨린 최지만(35)이 선수단을 위해 특별한 선물을 전했다. 울산 웨일즈는 14일 ""최지만이 후반기 힘찬 출발을 응원하는 마음을 담아 선수단과 코칭스태프 전원에게 슬리퍼를 선물하며 동료들을 향한 감사와 응원의 마음을 전했다""며 ""이번 선물은 무더운 여름철 훈련 선수들에게 큰 호응을 얻었다""고 밝혔다. 구단에 따르면 최지만이 선수단을 위한 특별한 선물로 훈훈한 팀 분위기를 만들었다. 최지만은 ""한국에서의 첫 팀인 울산 웨일즈에서 좋은 동료들과 함께할 수 있어 감사한 마음을 전하고 싶었다""며 ""작은 선물이지만 선수들이 훈련과 경기 후 조금이나마 편안한 시간을 보내는 데 도움이 되길 바란다""고 말했다. 선수단 역시 예상치 못한 선물에 감사의 뜻을 전했다. 민성우는 ""최지만 선배의 따뜻한 마음 덕분에 팀 분위기가 더욱 좋아졌다""며 고마움을 전했다. 울산 웨일즈 관계자는 ""최지만 선수가 팀에 합류한 이후 동료들을 먼저 생각하는 모습을 꾸준히 보여주고 있다""며 ""이번 선물 역시 선수단에 긍정적인 에너지를 전하며 팀워크를 다지는 계기가 됐다""고 말했다. 최지만은 메이저리그(MLB)에서 8시즌 동안 525경기에 나서 타율 0.238, 67홈런 238타점 190득점, 출루율 0.334, 장타율 0.426, OPS(출루율+장타율) 0.764를 기록했다. 특히 2020년 탬파베이 레이스 소속으로 월드시리즈 무대를 밟으며 한국인 야수 최초로 월드시리즈 선발 출전 기록도 세웠다. 2024시즌을 마친 뒤 한국 복귀를 타진했으나 고교 졸업 후 해외로 직행한 선수는 2년간 KBO 소속 구단과 계약을 체결할 수 없다는 KBO 규약 107조 1항에 따라 올해 후반기 열릴 2027 KBO 신인 드래프트 참가가 점쳐졌다. 2025년 5월 사회복무요원으로 입대해 병역의 의무를 먼저 다한 최지만은 과거 무릎 수술로 상태가 악화돼 그해 8월 의병 소집 해제됐고 재활에만 매달리다가 지난 4월 울산웨일즈에 입단했다. 최근 팀 훈련에 합류한 첫날부터 선수단과 구단 관계자들을 위해 커피차를 선물했고 강한 타격과 안정적인 움직임을 선보이더니 '불꽃야구'와 경기에서 홈런을 쏘아올리는 등 감각을 조율하고 있다. 안호근 기자 oranc317@mtstarnews.com",https://v.daum.net/v/80Sze2b0Sf
2026.07.14 06:00,2군부터 ‘쓱’ 시작합니다! 추신수 보좌역이 적극 추진한 ‘퍼포먼스 멘털코칭’…“체계적으로 관리·훈련해야”,스포츠서울,"[스포츠서울 | 이소영 기자] “멘털도 기술과 피지컬처럼 체계적으로 관리·훈련해야 하는 영역이다.” SSG가 퓨처스 선수들의 실전 경기력 향상을 위해 ‘퍼포먼스 멘털코칭’ 시스템을 도입한다. 구단은 기술과 체력뿐 아니라 선수들이 제 기량을 실제 경기에서 안정적으로 발휘할 수 있도록 돕는 심리 영역의 중요성에 주목했다. 특히 1군 무대 적응과 부상·재활 과정 등 다양한 과정에서 경기력과 멘털이 밀접하게 연결돼 있다고 판단했다. SSG 관계자는 “선수들의 심리적 안정을 넘어 실전 경기력 향상까지 지원하는 현장 밀착형 퍼포먼스 멘털코칭 시스템을 도입한다”며 “메이저리그(ML) 구단들의 멘털 훈련 기법을 벤치마킹했다. 추신수 구단주 보좌역 겸 육성총괄이 적극 추진했다”고 배경을 설명했다. 이를 위해 프로와 아마추어 현장에서 경험을 쌓은 스포츠심리학 전문가 최선호 멘털코치를 초빙했다. 그는 경희대학교 스포츠심리학 박사로, 고려대학교와 영월 상동고 야구부 퍼포먼스 코치로 활동했다. 최 코치는 선수단과 함께 현장에 밀착해 훈련·경기 관찰, 선수별 심리·행동 패턴 분석, 맞춤형 경기 루틴 설계, 집중력 향상 프로그램 운영 등을 담당한다. 코치진과 협업도 강화한다. 미팅을 통해 선수들의 심리 상태와 경기력 개선 방향을 공유하고, 기술·퍼포먼스 코치와 프런트가 함께 선수 육성 방향을 논의하는 체계를 구축할 계획이다. 추 보좌역은 “아무리 뛰어난 기술과 피지컬을 갖추고 있어도 경기에서 자신의 기량을 발휘하지 못하면 경쟁력이 될 수 없다. 멘털 역시 기술과 피지컬처럼 체계적으로 관리하고 훈련해야 하는 영역”이라며 “SSG만의 차별화된 선수 육성 체계를 만들어가겠다”고 말했다. 최 코치는 “체계적인 시스템을 갖춘 SSG에서 퍼포먼스 멘털코칭을 맡게 돼 감사하다”며 “코칭이 선수단에 안정적으로 정착해 팀 전력에 실질적인 도움이 될 수 있도록 최선을 다하겠다”고 전했다. SSG는 이번 운영 결과를 바탕으로 향후 정규 운영 확대 여부를 검토하는 등 선수 육성 체계를 발전시킬 방침이다. sshong@sportsseoul.com",https://v.daum.net/v/xJg7GOrNlT
2026.07.14 05:58,"'한국 첫 상대' 대만, AG 야구대표팀 명단 발표…한화 왕옌청 포함",뉴스1,"(서울=뉴스1) 서장원 기자 = 2026 아이치·나고야 아시안게임 야구에서 한국과 첫 대결을 펼치는 대만이 24인 명단을 발표했다. 한화 이글스에서 뛰는 선발 투수 왕옌청도 포함됐다. 대만야구협회는 14일 오는 9월 개막하는 아시안게임에 출전할 야구대표팀 24인 명단을 발표했다. 선수들의 면면은 화려하다. 메이저리그(MLB) 보스턴 레드삭스 소속의 정쭝저, 일본프로야구(NPB)에서 뛰고 있는 쉬러시(소프트뱅크 호크스), 구린루이양(니혼햄 파이터스), 그리고 2023년 항저우 아시안게임에서 한국을 괴롭혔던 린위민(애리조나 다이아몬드백스) 등이 포함됐다. 특히 왕옌청의 선발이 눈에 띈다. NPB에서만 뛰다가 올해 아시아쿼터 제도로 한화 유니폼을 입고 KBO리그 무대에 데뷔한 왕옌청은 전반기 선발 로테이션을 지키며 17경기에서 7승3패, 평균자책점 3.59로 연착륙했다. LG 트윈스 아시아쿼터 투수 라클란 웰스와 더불어 올해 최고의 아시아쿼터 선수로 꼽힌다. 아시안게임 우승을 위해 반드시 한국을 넘어야 하는 대만이 현시점에서 한국 야구를 잘 아는 왕옌청을 한국전에 '표적 등판'시킬 가능성도 있다. 이 밖에도 대만은 자국리그(CPBL)에서 뛰는 선수 5명도 명단에 포함했다. 최정예로 멤버를 꾸렸지만 변수가 있다. 쉬러시가 최근 허리 부상을 당해 몸 상태가 정상이 아니다. 이달 중순 일본에서 수술할 가능성까지 제기된다. 대만야구협회는 쉬러시의 합류가 어려울 경우 조직위원회에 진단서를 제출하고 대체 선수를 발탁한다는 입장이다. 아울러 지난달 빅리그에 콜업돼 뛰고 있는 정쭝저 역시 대표팀 합류가 불발될 수도 있다. 대만야구협회가 정쭝저에게 아시안게임 참가 여부를 타진했을 당시는 정쭝저가 마이너리그에 머물고 있을 때였다. 한편 아시안게임 야구 B조에 속한 대만은 한국, 홍콩, 태국과 경쟁한다. 첫 경기 상대는 한국이다. superpower@news1.kr",https://v.daum.net/v/tV2SFTlwXo
2026.07.14 05:58,[부고] 이종혁(두산 베어스 선수)씨 조부상,마이데일리,"[마이데일리] 이종혁(두산 베어스 내야수)씨 조부상 고인 : 이선로, 별세 : 2026년 7월 14일(화), 빈소 : 충북 청주시 흥덕구 1순환로 776 충북대학교병원장례식장 특2호, 발인 : 2026년 7월 16일(목) 오전 6시 10분, 연락처 : 043-269-6969(장례식장)",https://v.daum.net/v/73pDyrEosU
2026.07.14 05:54,전반기 막판 ‘24일간 14승’-ERA 1위…롯데 5강 가려면? 나승엽-윤동희 깨어나야 [SS시선집중],스포츠서울,"[스포츠서울 | 김동영 기자] 롯데가 전반기 분위기 좋게 마쳤다. 여전히 하위권이기는 하다. 위로 올라갈 수 있는 힘을 보였다는 점은 반갑다. 마운드가 됐다. 이제 필요한 건 방망이다. 나승엽(24)과 윤동희(23)가 완전히 깨어나야 한다. 롯데는 전반기 마지막 24일 동안 무려 14승 올렸다. 6월16일부터 7월9일까지 21경기 치러 14승1무6패, 승률 0.700 쌓았다. 같은 기간 2위다. 1위는 삼성이다. 15승1무5패, 승률 0.750 올렸다. 그만큼 롯데가 괜찮았다는 얘기다. 그사이 9위에서 8위로 올라왔다. 순위 자체는 한 계단이지만, 위에 있는 팀과 격차를 줄였다는 점은 의미가 있다. 일단 7위 NC와 승차 2경기다. 충분히 사정권이다. 6위 한화와 승차는 3.5경기다. 5위 두산과 승차는 5경기다. 현시점에서 5위가 마냥 쉽지는 않아 보인다. 그러나 좋은 분위기를 이어가면 또 모를 일이다. '바탕'이 제대로 깔렸다. 마운드다. 이 기간 팀 평균자책점 3.33으로 1위다. 2위 두산이 3.68이다. 차이가 제법 있다. 선발 평균자책점이 3.23, 불펜 평균자책점이 3.53이다. 마운드 내부 밸런스도 좋았다는 얘기다. 불펜에서는 김원중이 다시 마무리 맡으면서 안정감을 찾았다. 루키 박정민도 힘든 시간을 이겨냈다. 최준용도 자기 몫을 하고, 이민석도 괜찮다. 선발진에서는 엘빈 로드리게스가 완전히 감을 잡았다. 제레미 비슬리도 페이스가 좋아 보인다. 김진욱 박세웅 나균안도 좋다. 방망이가 아쉽다. 이 기간 팀 타율이 0.267로 7위다. OPS(출루율+장타율)는 0.705로 9위다. 대신 이쪽도 올라오고 있다. 7월로 한정하면 8경기에서 팀 타율 0.296, OPS 0.751이다. 골고루 해주고 있다. 덕분에 승리가 많다. 아쉬운 구석도 있다. 나승엽과 윤동희다. 나승엽은 올시즌 48경기, 타율 0.228, 5홈런 27타점 기록 중이다. OPS는 0.657이다. 윤동희 또한 시즌 47경기, 타율 0.231, 4홈런 12타점, OPS 0.701로 좋지 않다. 둘 다 지난 6일 말소됐다. 결국 언젠가는 1군에 올라와서 한 자리 잡아줘야 한다. 보여준 게 있는 선수들이다. 김태형 감독도 ""지금 상태면 안 된다. 더 잘해줘야 한다""고 강조한다. 믿음을 완전히 놓은 건 아니다. 후반기 바로 복귀할 가능성이 커 보이지는 않는다. 올스타 브레이크가 꼈다. 퓨처스에서 뭔가 보여줘야 하는데 내려가서 한 경기도 뛰지 않았다. 말소된 6일이 퓨처스리그 전반기 최종일이었기 때문이다. 떨어진 감부터 되찾아야 한다. 결국 롯데는 나승엽과 윤동희가 필요하다. 다시 올라와 펑펑 때려줘야 한다. 퓨처스에서 좋은 모습 보이면서 김 감독에게 좋은 리포트가 올라가게 만들어야 한다. 괜히 1군 주전이 아니다. 이쪽이 빠지면 길게 봤을 때 팀은 손해일 수밖에 없다. raining99@sportsseoul.com",https://v.daum.net/v/1faAdVKpSa
2026.07.14 05:54,"‘통크게 쐈네’ 최지만, 울산 웨일즈 선수단 전원에게 슬리퍼 선물…“고마움 전하고 싶었어”",스포츠서울,"[스포츠서울 | 김동영 기자] 울산 웨일즈 '지맨' 최지만(35)이 선수단을 위한 특별한 선물을 준비했다. 팀 분위기 또한 훈훈해졌다. 최지만은 14일 후반기 힘찬 출발을 응원하는 마음을 담아 선수단과 코치진 전원에게 슬리퍼를 선물하며 동료들을 향한 감사와 응원의 마음을 전했다. 이번 선물은 무더운 여름철 훈련 선수들에게 큰 호응을 얻었다. 최지만은 “한국에서 첫 팀인 울산 웨일즈에서 좋은 동료들과 함께할 수 있어 감사한 마음을 전하고 싶었다”며 “작은 선물이지만 선수들이 훈련과 경기 후 조금이나마 편안한 시간을 보내는 데 도움이 되길 바란다”고 말했다. 선수단 역시 예상치 못한 선물에 감사의 뜻을 전했다. 민성우는 “최지만 선배의 따뜻한 마음 덕분에 팀 분위기가 더욱 좋아졌다”며 고마움을 전했다. 울산 웨일즈 관계자는 “최지만이 팀에 합류한 이후 동료들을 먼저 생각하는 모습을 꾸준히 보여주고 있다”며 “이번 선물 역시 선수단에 긍정적인 에너지를 전하며 팀워크를 다지는 계기가 됐다”고 말했다. 한편 최지만은 울산 웨일즈 합류 직후 첫 훈련 당시 선수단과 구단 관계자들을 위해 커피차를 선물하는 등 팀과 동료들을 위한 나눔을 이어가고 있고, 후반기 레이스를 앞두고 컨디션을 끌어올리고 있다. raining99@sportsseoul.com",https://v.daum.net/v/QnIGIjgRyO
2026.07.14 05:52,"커피차는 시작이었다…최지만의 또 한 번의 통 큰 선물, 이번엔 슬리퍼였다",OSEN,"[OSEN=손찬익 기자] 울산 웨일즈 최지만이 또 한 번 동료들을 위한 깜짝 선물로 팀 분위기를 달궜다. 울산 웨일즈는 14일 최지만이 후반기 선전을 기원하는 의미를 담아 선수단과 코칭스태프 전원에게 슬리퍼를 선물했다고 밝혔다. 무더운 여름철 훈련과 경기를 소화하는 선수들이 보다 편안하게 휴식을 취할 수 있도록 마련한 선물이다. 최지만은 ""한국에서의 첫 팀인 울산 웨일즈에서 좋은 동료들과 함께할 수 있어 감사한 마음을 전하고 싶었다""며 ""작은 선물이지만 훈련과 경기 후 조금이나마 편안한 시간을 보내는 데 도움이 됐으면 좋겠다""고 말했다. 선수단도 예상치 못한 선물에 반가움을 감추지 않았다. 민성우는 ""최지만 선배의 따뜻한 마음 덕분에 팀 분위기가 더욱 좋아졌다""며 감사의 뜻을 전했다. 구단도 최지만의 리더십을 높이 평가했다. 울산 웨일즈 관계자는 ""최지만은 팀에 합류한 이후 늘 동료들을 먼저 배려하는 모습을 보여주고 있다""며 ""이번 선물 역시 선수단에 긍정적인 에너지를 전하며 팀워크를 다지는 계기가 됐다""고 말했다. 최지만의 나눔은 이번이 처음이 아니다. 울산 웨일즈 합류 직후 첫 훈련에서는 선수단과 구단 관계자들을 위해 커피차를 준비하며 새로운 출발을 함께 축하했다. 이후에도 동료들과 적극적으로 소통하며 빠르게 팀에 녹아든 그는 후반기 레이스를 앞두고 컨디션을 끌어올리는 데도 집중하고 있다. 그라운드 안에서는 전력 보강의 핵심 자원으로, 그라운드 밖에서는 진심 어린 배려로 동료들의 신뢰를 얻고 있는 최지만이 후반기 울산 웨일즈에 어떤 시너지를 가져올까. /what@osen.co.kr",https://v.daum.net/v/GFEaMKqFTf
